"rank","timestamp"
"762","2019-09-04 09:46:03"
"761","2019-09-04 09:51:55"
"760","2019-09-04 09:57:47"
"759","2019-09-04 10:03:39"
"758","2019-09-04 10:09:31"
"757","2019-09-04 10:15:23"
"756","2019-09-04 10:21:15"
"755","2019-09-04 10:27:07"
"754","2019-09-04 10:32:59"
"753","2019-09-04 10:38:51"
"752","2019-09-04 10:44:43"
"751","2019-09-04 10:50:35"
"750","2019-09-04 10:56:27"
"749","2019-09-04 11:06:19"
"748","2019-09-04 11:08:11"
"747","2019-09-04 11:14:03"
"746","2019-09-04 11:19:55"
"745","2019-09-04 11:25:47"
"744","2019-09-04 11:31:39"
"743","2019-09-04 11:37:31"
"742","2019-09-04 11:43:23"
"741","2019-09-04 11:49:15"
"740","2019-09-04 11:55:07"
"739","2019-09-04 12:00:59"
"738","2019-09-04 12:12:59"
"737","2019-09-04 12:21:59"
"736","2019-09-04 12:27:51"
"735","2019-09-04 12:32:17"
"734","2019-09-04 12:38:43"
"733","2019-09-04 12:45:09"
"732","2019-09-04 12:51:35"
"731","2019-09-04 12:58:01"
"730","2019-09-04 13:04:27"
"729","2019-09-04 13:10:53"
"728","2019-09-04 13:18:19"
"727","2019-09-04 13:25:45"
"726","2019-09-04 13:30:11"
"725","2019-09-04 13:36:37"
"724","2019-09-04 13:43:03"
"723","2019-09-04 13:49:29"
"722","2019-09-04 13:55:55"
"721","2019-09-04 14:02:21"
"720","2019-09-04 14:08:47"
"719","2019-09-04 14:15:13"
"718","2019-09-04 14:21:39"
"717","2019-09-04 14:28:05"
"716","2019-09-04 14:30:31"
"715","2019-09-04 14:31:57"
"714","2019-09-04 14:35:23"
"713","2019-09-04 14:53:49"
"712","2019-09-04 15:00:15"
"711","2019-09-04 15:06:41"
"710","2019-09-04 15:13:07"
"709","2019-09-04 15:19:33"
"708","2019-09-04 15:26:33"
"707","2019-09-04 15:33:33"
"706","2019-09-04 15:40:33"
"705","2019-09-04 15:48:33"
"704","2019-09-04 15:55:33"
"703","2019-09-04 16:04:33"
"702","2019-09-04 16:08:33"
"701","2019-09-04 16:19:33"
"700","2019-09-04 16:24:33"
"699","2019-09-04 16:29:33"
"698","2019-09-04 16:36:33"
"697","2019-09-04 16:43:33"
"696","2019-09-04 16:51:33"
"695","2019-09-04 16:57:33"
"694","2019-09-04 17:04:33"
"693","2019-09-04 17:19:33"
"692","2019-09-04 17:27:33"
"691","2019-09-04 17:32:33"
"690","2019-09-04 17:40:33"
"689","2019-09-04 17:48:33"
"688","2019-09-04 17:55:33"
"687","2019-09-04 18:06:33"
"686","2019-09-04 18:12:33"
"685","2019-09-04 18:18:33"
"684","2019-09-04 18:20:33"
"683","2019-09-05 08:10:00"
"682","2019-09-05 08:18:34"
"681","2019-09-05 08:27:09"
"680","2019-09-05 08:35:43"
"679","2019-09-05 08:44:17"
"678","2019-09-05 08:52:51"
"677","2019-09-05 09:01:25"
"676","2019-09-05 09:06:44"
"675","2019-09-05 09:12:03"
"674","2019-09-05 09:17:22"
"673","2019-09-05 09:22:41"
"672","2019-09-05 09:28:00"
"671","2019-09-05 09:33:19"
"670","2019-09-05 09:38:38"
"669","2019-09-05 09:43:57"
"668","2019-09-05 09:49:16"
"667","2019-09-05 09:54:35"
"666","2019-09-05 09:59:54"
"665","2019-09-05 10:05:13"
"664","2019-09-05 10:10:32"
"663","2019-09-05 10:15:51"
"662","2019-09-05 10:21:10"
"661","2019-09-05 10:26:29"
"660","2019-09-05 10:31:48"
"659","2019-09-05 10:37:07"
"658","2019-09-05 10:42:26"
"657","2019-09-05 10:47:45"
"656","2019-09-05 10:53:04"
"655","2019-09-05 10:58:23"
"654","2019-09-05 11:03:42"
"653","2019-09-05 11:09:01"
"652","2019-09-05 11:14:20"
"651","2019-09-05 11:19:39"
"650","2019-09-05 11:24:58"
"649","2019-09-05 11:30:17"
"648","2019-09-05 11:35:36"
"647","2019-09-05 11:40:55"
"646","2019-09-05 11:46:14"
"645","2019-09-05 11:51:33"
"644","2019-09-05 11:56:52"
"643","2019-09-05 12:04:11"
"642","2019-09-05 12:09:37"
"641","2019-09-05 12:16:03"
"640","2019-09-05 12:22:29"
"639","2019-09-05 12:27:55"
"638","2019-09-05 12:34:21"
"637","2019-09-05 12:40:47"
"636","2019-09-05 12:47:13"
"635","2019-09-05 12:53:39"
"634","2019-09-05 13:00:05"
"633","2019-09-05 13:06:31"
"632","2019-09-05 13:12:57"
"631","2019-09-05 13:19:23"
"630","2019-09-05 13:25:49"
"629","2019-09-05 13:32:15"
"628","2019-09-05 13:38:41"
"627","2019-09-05 13:45:07"
"626","2019-09-05 13:51:33"
"625","2019-09-05 13:57:59"
"624","2019-09-05 14:04:25"
"623","2019-09-05 14:10:51"
"622","2019-09-05 14:17:17"
"621","2019-09-05 14:23:43"
"620","2019-09-05 14:30:09"
"619","2019-09-05 14:31:35"
"618","2019-09-05 14:33:01"
"617","2019-09-05 14:34:27"
"616","2019-09-05 14:35:53"
"615","2019-09-05 14:37:19"
"614","2019-09-05 14:38:45"
"613","2019-09-05 14:40:11"
"612","2019-09-05 14:46:37"
"611","2019-09-05 15:05:03"
"610","2019-09-05 15:11:18"
"609","2019-09-05 15:17:33"
"608","2019-09-05 15:23:48"
"607","2019-09-05 15:30:03"
"606","2019-09-05 15:36:18"
"605","2019-09-05 15:42:33"
"604","2019-09-05 15:48:48"
"603","2019-09-05 15:55:03"
"602","2019-09-05 16:01:18"
"601","2019-09-05 16:07:33"
"600","2019-09-05 16:13:48"
"599","2019-09-05 16:20:03"
"598","2019-09-05 16:26:18"
"597","2019-09-05 16:32:33"
"596","2019-09-05 16:38:48"
"595","2019-09-05 16:45:03"
"594","2019-09-05 16:51:18"
"593","2019-09-05 16:57:33"
"592","2019-09-05 17:03:48"
"591","2019-09-05 17:10:03"
"590","2019-09-05 17:16:18"
"589","2019-09-05 17:22:33"
"588","2019-09-05 17:28:48"
"587","2019-09-05 17:35:03"
"586","2019-09-05 17:41:18"
"585","2019-09-05 17:47:33"
"584","2019-09-05 17:53:48"
"583","2019-09-05 18:00:03"
"582","2019-09-06 08:10:18"
"581","2019-09-06 08:20:18"
"580","2019-09-06 08:30:18"
"579","2019-09-06 08:40:18"
"578","2019-09-06 08:50:18"
"577","2019-09-06 09:00:18"
"576","2019-09-06 09:10:18"
"575","2019-09-06 09:15:47"
"574","2019-09-06 09:21:16"
"573","2019-09-06 09:26:45"
"572","2019-09-06 09:32:14"
"571","2019-09-06 09:37:43"
"570","2019-09-06 09:43:12"
"569","2019-09-06 09:48:41"
"568","2019-09-06 09:54:10"
"567","2019-09-06 09:59:39"
"566","2019-09-06 10:05:08"
"565","2019-09-06 10:10:37"
"564","2019-09-06 10:16:06"
"563","2019-09-06 10:21:35"
"562","2019-09-06 10:27:04"
"561","2019-09-06 10:32:33"
"560","2019-09-06 10:38:02"
"559","2019-09-06 10:43:31"
"558","2019-09-06 10:49:00"
"557","2019-09-06 10:54:29"
"556","2019-09-06 10:59:58"
"555","2019-09-06 11:05:27"
"554","2019-09-06 11:10:56"
"553","2019-09-06 11:16:25"
"552","2019-09-06 11:21:54"
"551","2019-09-06 11:27:23"
"550","2019-09-06 11:32:52"
"549","2019-09-06 11:38:21"
"548","2019-09-06 11:43:50"
"547","2019-09-06 11:49:19"
"546","2019-09-06 11:54:48"
"545","2019-09-06 12:00:17"
"544","2019-09-06 12:05:46"
"543","2019-09-06 12:11:15"
"542","2019-09-06 12:16:53"
"541","2019-09-06 12:22:30"
"540","2019-09-06 12:28:08"
"539","2019-09-06 12:33:46"
"538","2019-09-06 12:39:24"
"537","2019-09-06 12:45:02"
"536","2019-09-06 12:50:40"
"535","2019-09-06 12:56:18"
"534","2019-09-06 13:01:56"
"533","2019-09-06 13:07:34"
"532","2019-09-06 13:13:12"
"531","2019-09-06 13:18:50"
"530","2019-09-06 13:24:28"
"529","2019-09-06 13:30:06"
"528","2019-09-06 13:35:44"
"527","2019-09-06 13:41:22"
"526","2019-09-06 13:47:00"
"525","2019-09-06 13:52:38"
"524","2019-09-06 13:58:16"
"523","2019-09-06 14:03:54"
"522","2019-09-06 14:09:32"
"521","2019-09-06 14:15:10"
"520","2019-09-06 14:20:48"
"519","2019-09-06 14:26:26"
"518","2019-09-06 14:32:04"
"517","2019-09-06 14:37:42"
"516","2019-09-06 14:43:20"
"515","2019-09-06 14:48:58"
"514","2019-09-06 14:54:36"
"513","2019-09-06 15:00:14"
"512","2019-09-06 15:05:52"
"511","2019-09-06 15:11:30"
"510","2019-09-06 15:18:20"
"509","2019-09-06 15:25:10"
"508","2019-09-06 15:32:00"
"507","2019-09-06 15:38:50"
"506","2019-09-06 15:45:40"
"505","2019-09-06 15:52:30"
"504","2019-09-06 15:59:20"
"503","2019-09-06 16:06:10"
"502","2019-09-06 16:13:00"
"501","2019-09-06 16:19:50"
"500","2019-09-06 16:26:40"
"499","2019-09-06 16:33:30"
"498","2019-09-06 16:40:20"
"497","2019-09-06 16:47:10"
"496","2019-09-06 16:54:00"
"495","2019-09-06 17:00:50"
"494","2019-09-06 17:07:40"
"493","2019-09-06 17:14:30"
"492","2019-09-06 17:21:20"
"491","2019-09-06 17:28:10"
"490","2019-09-06 17:35:00"
"489","2019-09-06 17:41:50"
"488","2019-09-06 17:48:40"
"487","2019-09-06 17:55:30"
"486","2019-09-06 18:02:20"
"485","2019-09-06 18:09:10"
"484","2019-09-06 18:16:00"
"483","2019-09-06 18:22:50"
"482","2019-09-06 18:29:40"
"481","2019-09-06 18:36:30"
"480","2019-09-06 18:43:20"
"479","2019-09-09 08:10:00"
"478","2019-09-09 08:20:00"
"477","2019-09-09 08:30:00"
"476","2019-09-09 08:40:00"
"475","2019-09-09 08:50:00"
"474","2019-09-09 09:00:00"
"473","2019-09-09 09:05:40"
"472","2019-09-09 09:11:20"
"471","2019-09-09 09:17:00"
"470","2019-09-09 09:22:40"
"469","2019-09-09 09:28:20"
"468","2019-09-09 09:34:00"
"467","2019-09-09 09:39:40"
"466","2019-09-09 09:45:20"
"465","2019-09-09 09:51:00"
"464","2019-09-09 09:56:40"
"463","2019-09-09 10:02:20"
"462","2019-09-09 10:08:00"
"461","2019-09-09 10:13:40"
"460","2019-09-09 10:19:20"
"459","2019-09-09 10:25:00"
"458","2019-09-09 10:30:40"
"457","2019-09-09 10:36:20"
"456","2019-09-09 10:42:00"
"455","2019-09-09 10:47:40"
"454","2019-09-09 10:53:20"
"453","2019-09-09 10:59:00"
"452","2019-09-09 11:04:40"
"451","2019-09-09 11:10:20"
"450","2019-09-09 11:16:00"
"449","2019-09-09 11:21:40"
"448","2019-09-09 11:27:20"
"447","2019-09-09 11:33:00"
"446","2019-09-09 11:38:40"
"445","2019-09-09 11:44:20"
"444","2019-09-09 11:50:00"
"443","2019-09-09 11:55:40"
"442","2019-09-09 12:01:20"
"441","2019-09-09 12:07:08"
"440","2019-09-09 12:12:57"
"439","2019-09-09 12:18:45"
"438","2019-09-09 12:24:33"
"437","2019-09-09 12:30:21"
"436","2019-09-09 12:36:09"
"435","2019-09-09 12:41:57"
"434","2019-09-09 12:47:45"
"433","2019-09-09 12:53:33"
"432","2019-09-09 12:59:21"
"431","2019-09-09 13:05:09"
"430","2019-09-09 13:10:57"
"429","2019-09-09 13:16:45"
"428","2019-09-09 13:22:33"
"427","2019-09-09 13:28:21"
"426","2019-09-09 13:34:09"
"425","2019-09-09 13:39:57"
"424","2019-09-09 13:45:45"
"423","2019-09-09 13:51:33"
"422","2019-09-09 13:57:21"
"421","2019-09-09 14:03:09"
"420","2019-09-09 14:08:57"
"419","2019-09-09 14:14:45"
"418","2019-09-09 14:20:33"
"417","2019-09-09 14:26:21"
"416","2019-09-09 14:32:09"
"415","2019-09-09 14:37:57"
"414","2019-09-09 14:43:45"
"413","2019-09-09 14:49:33"
"412","2019-09-09 14:55:21"
"411","2019-09-09 15:01:09"
"410","2019-09-09 15:06:57"
"409","2019-09-09 15:12:45"
"408","2019-09-09 15:19:13"
"407","2019-09-09 15:25:42"
"406","2019-09-09 15:32:10"
"405","2019-09-09 15:38:38"
"404","2019-09-09 15:45:06"
"403","2019-09-09 15:51:34"
"402","2019-09-09 15:58:02"
"401","2019-09-09 16:04:30"
"400","2019-09-09 16:10:58"
"399","2019-09-09 16:17:26"
"398","2019-09-09 16:23:54"
"397","2019-09-09 16:30:22"
"396","2019-09-09 16:36:50"
"395","2019-09-09 16:43:18"
"394","2019-09-09 16:49:46"
"393","2019-09-09 16:56:14"
"392","2019-09-09 17:02:42"
"391","2019-09-09 17:09:10"
"390","2019-09-09 17:15:38"
"389","2019-09-09 17:22:06"
"388","2019-09-09 17:28:34"
"387","2019-09-09 17:35:02"
"386","2019-09-09 17:41:30"
"385","2019-09-09 17:47:58"
"384","2019-09-09 18:07:00"
"383","2019-09-09 18:13:28"
"382","2019-09-09 18:19:56"
"381","2019-09-09 18:26:24"
"380","2019-09-09 18:32:52"
"379","2019-09-09 18:39:20"
"378","2019-09-09 18:45:48"
"377","2019-09-09 18:52:16"
"376","2019-09-09 18:58:44"
"375","2019-09-10 08:10:00"
"374","2019-09-10 08:20:00"
"373","2019-09-10 08:30:00"
"372","2019-09-10 08:40:00"
"371","2019-09-10 08:50:00"
"370","2019-09-10 09:00:00"
"369","2019-09-10 09:06:04"
"368","2019-09-10 09:12:09"
"367","2019-09-10 09:18:13"
"366","2019-09-10 09:24:17"
"365","2019-09-10 09:30:21"
"364","2019-09-10 09:36:25"
"363","2019-09-10 09:42:29"
"362","2019-09-10 09:48:33"
"361","2019-09-10 09:54:37"
"360","2019-09-10 10:00:41"
"359","2019-09-10 10:06:45"
"358","2019-09-10 10:12:49"
"357","2019-09-10 10:18:53"
"356","2019-09-10 10:24:57"
"355","2019-09-10 10:31:01"
"354","2019-09-10 10:37:05"
"353","2019-09-10 10:43:09"
"352","2019-09-10 10:49:13"
"351","2019-09-10 10:55:17"
"350","2019-09-10 11:01:21"
"349","2019-09-10 11:07:25"
"348","2019-09-10 11:13:29"
"347","2019-09-10 11:19:33"
"346","2019-09-10 11:25:37"
"345","2019-09-10 11:31:41"
"344","2019-09-10 11:37:45"
"343","2019-09-10 11:43:49"
"342","2019-09-10 11:49:53"
"341","2019-09-10 11:55:57"
"340","2019-09-10 12:02:01"
"339","2019-09-10 12:08:05"
"338","2019-09-10 12:22:00"
"337","2019-09-10 12:27:48"
"336","2019-09-10 12:33:36"
"335","2019-09-10 12:39:24"
"334","2019-09-10 12:45:12"
"333","2019-09-10 12:51:00"
"332","2019-09-10 12:56:48"
"331","2019-09-10 13:02:36"
"330","2019-09-10 13:08:24"
"329","2019-09-10 13:14:12"
"328","2019-09-10 13:20:00"
"327","2019-09-10 13:25:48"
"326","2019-09-10 13:31:36"
"325","2019-09-10 13:37:24"
"324","2019-09-10 13:43:12"
"323","2019-09-10 13:49:00"
"322","2019-09-10 13:54:48"
"321","2019-09-10 14:00:36"
"320","2019-09-10 14:06:24"
"319","2019-09-10 14:12:12"
"318","2019-09-10 14:18:00"
"317","2019-09-10 14:23:48"
"316","2019-09-10 14:29:36"
"315","2019-09-10 14:35:24"
"314","2019-09-10 14:41:12"
"313","2019-09-10 14:47:00"
"312","2019-09-10 14:52:48"
"311","2019-09-10 14:58:36"
"310","2019-09-10 15:04:24"
"309","2019-09-10 15:10:12"
"308","2019-09-10 15:16:00"
"307","2019-09-10 15:21:00"
"306","2019-09-10 15:27:48"
"305","2019-09-10 15:34:36"
"304","2019-09-10 15:41:24"
"303","2019-09-10 15:48:12"
"302","2019-09-10 15:55:00"
"301","2019-09-10 16:01:48"
"300","2019-09-10 16:08:36"
"299","2019-09-10 16:15:24"
"298","2019-09-10 16:22:12"
"297","2019-09-10 16:29:00"
"296","2019-09-10 16:35:48"
"295","2019-09-10 16:42:36"
"294","2019-09-10 16:49:24"
"293","2019-09-10 16:56:12"
"292","2019-09-10 17:03:00"
"291","2019-09-10 17:14:48"
"290","2019-09-10 17:21:36"
"289","2019-09-10 17:28:24"
"288","2019-09-10 17:35:12"
"287","2019-09-10 17:42:00"
"286","2019-09-10 17:48:48"
"285","2019-09-10 17:55:36"
"284","2019-09-10 18:02:24"
"283","2019-09-10 18:09:12"
"282","2019-09-10 18:16:00"
"281","2019-09-10 18:22:48"
"280","2019-09-10 18:29:36"
"279","2019-09-10 18:36:24"
"278","2019-09-10 18:43:12"
"277","2019-09-10 18:50:00"
"276","2019-09-10 18:56:48"
"275","2019-09-10 19:03:36"
"274","2019-09-10 19:10:24"
"273","2019-09-10 19:17:12"
"272","2019-09-10 19:24:00"
"271","2019-09-10 19:30:48"
"270","2019-09-10 19:37:36"
"269","2019-09-11 08:10:00"
"268","2019-09-11 08:20:00"
"267","2019-09-11 08:30:00"
"266","2019-09-11 08:40:00"
"265","2019-09-11 08:50:00"
"264","2019-09-11 09:00:00"
"263","2019-09-11 09:10:00"
"262","2019-09-11 09:15:40"
"261","2019-09-11 09:21:20"
"260","2019-09-11 09:27:00"
"259","2019-09-11 09:32:40"
"258","2019-09-11 09:38:20"
"257","2019-09-11 09:44:00"
"256","2019-09-11 09:49:40"
"255","2019-09-11 09:55:20"
"254","2019-09-11 10:01:00"
"253","2019-09-11 10:06:40"
"252","2019-09-11 10:12:20"
"251","2019-09-11 10:18:00"
"250","2019-09-11 10:23:40"
"249","2019-09-11 10:29:20"
"248","2019-09-11 10:35:00"
"247","2019-09-11 10:40:40"
"246","2019-09-11 10:46:20"
"245","2019-09-11 10:52:00"
"244","2019-09-11 10:57:40"
"243","2019-09-11 11:03:20"
"242","2019-09-11 11:09:00"
"241","2019-09-11 11:14:40"
"240","2019-09-11 11:20:20"
"239","2019-09-11 11:26:00"
"238","2019-09-11 11:31:40"
"237","2019-09-11 11:37:20"
"236","2019-09-11 11:43:00"
"235","2019-09-11 11:48:40"
"234","2019-09-11 11:54:20"
"233","2019-09-11 12:00:00"
"232","2019-09-11 12:15:40"
"231","2019-09-11 12:21:20"
"230","2019-09-11 12:27:20"
"229","2019-09-11 12:33:20"
"228","2019-09-11 12:39:20"
"227","2019-09-11 12:45:20"
"226","2019-09-11 12:51:20"
"225","2019-09-11 12:57:20"
"224","2019-09-11 13:03:20"
"223","2019-09-11 13:09:20"
"222","2019-09-11 13:15:20"
"221","2019-09-11 13:21:20"
"220","2019-09-11 13:27:20"
"219","2019-09-11 13:33:20"
"218","2019-09-11 13:39:20"
"217","2019-09-11 13:45:20"
"216","2019-09-11 13:51:20"
"215","2019-09-11 13:57:20"
"214","2019-09-11 14:03:20"
"213","2019-09-11 14:09:20"
"212","2019-09-11 14:15:20"
"211","2019-09-11 14:21:20"
"210","2019-09-11 14:27:20"
"209","2019-09-11 14:33:20"
"208","2019-09-11 14:39:20"
"207","2019-09-11 14:45:20"
"206","2019-09-11 14:51:20"
"205","2019-09-11 14:57:20"
"204","2019-09-11 15:03:20"
"203","2019-09-11 15:09:20"
"202","2019-09-11 15:15:20"
"201","2019-09-11 15:21:20"
"200","2019-09-11 15:28:04"
"199","2019-09-11 15:34:49"
"198","2019-09-11 15:41:33"
"197","2019-09-11 15:48:17"
"196","2019-09-11 15:55:01"
"195","2019-09-11 16:01:45"
"194","2019-09-11 16:08:29"
"193","2019-09-11 16:15:13"
"192","2019-09-11 16:21:57"
"191","2019-09-11 16:28:41"
"190","2019-09-11 16:35:25"
"189","2019-09-11 16:42:09"
"188","2019-09-11 16:48:53"
"187","2019-09-11 16:55:37"
"186","2019-09-11 17:02:21"
"185","2019-09-11 17:18:05"
"184","2019-09-11 17:24:49"
"183","2019-09-11 17:31:33"
"182","2019-09-11 17:38:17"
"181","2019-09-11 17:45:01"
"180","2019-09-11 17:51:45"
"179","2019-09-11 17:58:29"
"178","2019-09-11 18:05:13"
"177","2019-09-12 08:10:00"
"176","2019-09-12 08:22:00"
"175","2019-09-12 08:34:00"
"174","2019-09-12 08:46:00"
"173","2019-09-12 08:58:00"
"172","2019-09-12 09:10:00"
"171","2019-09-12 09:15:52"
"170","2019-09-12 09:21:43"
"169","2019-09-12 09:27:35"
"168","2019-09-12 09:33:27"
"167","2019-09-12 09:39:19"
"166","2019-09-12 09:45:11"
"165","2019-09-12 09:51:03"
"164","2019-09-12 09:56:55"
"163","2019-09-12 10:02:47"
"162","2019-09-12 10:08:39"
"161","2019-09-12 10:14:31"
"160","2019-09-12 10:20:23"
"159","2019-09-12 10:26:15"
"158","2019-09-12 10:32:07"
"157","2019-09-12 10:37:59"
"156","2019-09-12 10:43:51"
"155","2019-09-12 10:49:43"
"154","2019-09-12 10:55:35"
"153","2019-09-12 11:01:27"
"152","2019-09-12 11:07:19"
"151","2019-09-12 11:13:11"
"150","2019-09-12 11:19:03"
"149","2019-09-12 11:24:55"
"148","2019-09-12 11:30:47"
"147","2019-09-12 11:36:39"
"146","2019-09-12 11:42:31"
"145","2019-09-12 11:48:23"
"144","2019-09-12 11:54:15"
"143","2019-09-12 12:00:07"
"142","2019-09-12 12:05:59"
"141","2019-09-12 12:11:51"
"140","2019-09-12 12:17:51"
"139","2019-09-12 12:23:51"
"138","2019-09-12 12:29:51"
"137","2019-09-12 12:35:51"
"136","2019-09-12 12:41:51"
"135","2019-09-12 12:47:51"
"134","2019-09-12 12:53:51"
"133","2019-09-12 12:59:51"
"132","2019-09-12 13:05:51"
"131","2019-09-12 13:11:51"
"130","2019-09-12 13:17:51"
"129","2019-09-12 13:23:51"
"128","2019-09-12 13:29:51"
"127","2019-09-12 13:35:51"
"126","2019-09-12 13:41:51"
"125","2019-09-12 13:47:51"
"124","2019-09-12 13:53:51"
"123","2019-09-12 13:59:51"
"122","2019-09-12 14:05:51"
"121","2019-09-12 14:11:51"
"120","2019-09-12 14:17:51"
"119","2019-09-12 14:23:51"
"118","2019-09-12 14:29:51"
"117","2019-09-12 14:35:51"
"116","2019-09-12 14:41:51"
"115","2019-09-12 14:47:51"
"114","2019-09-12 14:53:51"
"113","2019-09-12 14:59:51"
"112","2019-09-12 15:05:51"
"111","2019-09-12 15:11:51"
"110","2019-09-12 15:20:33"
"109","2019-09-12 15:29:15"
"108","2019-09-12 15:37:57"
"107","2019-09-12 15:46:39"
"106","2019-09-12 15:55:21"
"105","2019-09-12 16:04:03"
"104","2019-09-12 16:12:45"
"103","2019-09-12 16:21:27"
"102","2019-09-12 16:30:09"
"101","2019-09-12 16:38:51"
"100","2019-09-12 16:47:33"
"99","2019-09-12 16:56:15"
"98","2019-09-12 17:09:00"
"97","2019-09-12 17:17:42"
"96","2019-09-12 17:26:24"
"95","2019-09-12 17:35:06"
"94","2019-09-12 17:43:48"
"93","2019-09-12 17:52:30"
"92","2019-09-12 18:01:12"
"91","2019-09-12 18:09:54"
"90","2019-09-13 08:10:00"
"89","2019-09-13 08:20:00"
"88","2019-09-13 08:30:00"
"87","2019-09-13 08:40:00"
"86","2019-09-13 08:50:00"
"85","2019-09-13 09:00:00"
"84","2019-09-13 09:10:00"
"83","2019-09-13 09:20:00"
"82","2019-09-13 09:25:52"
"81","2019-09-13 09:31:43"
"80","2019-09-13 09:37:35"
"79","2019-09-13 09:43:27"
"78","2019-09-13 09:49:19"
"77","2019-09-13 09:55:11"
"76","2019-09-13 10:01:03"
"75","2019-09-13 10:06:55"
"74","2019-09-13 10:12:47"
"73","2019-09-13 10:18:39"
"72","2019-09-13 10:20:31"
"71","2019-09-13 10:22:23"
"70","2019-09-13 10:36:15"
"69","2019-09-13 10:42:07"
"68","2019-09-13 10:47:59"
"67","2019-09-13 10:49:51"
"66","2019-09-13 10:59:43"
"65","2019-09-13 11:05:35"
"64","2019-09-13 11:11:27"
"63","2019-09-13 11:17:19"
"62","2019-09-13 11:23:11"
"61","2019-09-13 11:29:03"
"60","2019-09-13 11:34:55"
"59","2019-09-13 11:40:47"
"58","2019-09-13 11:46:39"
"57","2019-09-13 11:52:31"
"56","2019-09-13 11:58:23"
"55","2019-09-13 12:04:15"
"54","2019-09-13 12:10:07"
"53","2019-09-13 12:17:03"
"52","2019-09-13 12:23:58"
"51","2019-09-13 12:30:53"
"50","2019-09-13 12:37:48"
"49","2019-09-13 12:44:43"
"48","2019-09-13 12:51:38"
"47","2019-09-13 12:58:33"
"46","2019-09-13 13:05:28"
"45","2019-09-13 13:12:23"
"44","2019-09-13 13:19:18"
"43","2019-09-13 13:26:13"
"42","2019-09-13 13:33:08"
"41","2019-09-13 13:40:03"
"40","2019-09-13 13:46:58"
"39","2019-09-13 13:53:53"
"38","2019-09-13 14:00:48"
"37","2019-09-13 14:07:43"
"36","2019-09-13 14:14:38"
"35","2019-09-13 14:21:33"
"34","2019-09-13 14:28:28"
"33","2019-09-13 14:35:23"
"31","2019-09-13 14:40:13"
"32","2019-09-13 14:40:18"
"30","2019-09-13 14:49:08"
"29","2019-09-13 14:52:03"
"28","2019-09-13 15:04:58"
"27","2019-09-13 15:12:43"
"26","2019-09-13 15:18:28"
"25","2019-09-13 15:28:13"
"24","2019-09-13 15:33:58"
"23","2019-09-13 15:46:43"
"22","2019-09-13 15:48:28"
"21","2019-09-13 16:05:13"
"20","2019-09-13 16:11:58"
"19","2019-09-13 16:18:43"
"18","2019-09-13 16:25:28"
"17","2019-09-13 16:31:13"
"16","2019-09-13 16:36:58"
"15","2019-09-13 16:47:43"
"14","2019-09-13 16:54:28"
"13","2019-09-13 17:10:13"
"12","2019-09-13 17:12:58"
"11","2019-09-13 17:25:43"
"10","2019-09-13 17:33:28"
"9","2019-09-13 17:45:13"
"8","2019-09-13 17:51:58"
"7","2019-09-13 17:55:43"
"6","2019-09-13 18:10:28"
"5","2019-09-13 18:16:13"
"4","2019-09-13 18:25:58"
"3","2019-09-13 18:37:43"
"2","2019-09-13 18:47:28"
"1","2019-09-13 18:57:13"
